"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Libya","LBY","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","10785641699.5235","10370172741.7579","16546811247.2069","23365588580.2201","16520760362.0676","14732159494.1857","13185476964.8236","11748234284.7372","10879133128.1899","6435405873.86225","6617880251.82126","6543811017.02222","7838407939.96198","12134805079.6056","11451285110.5726","11067174141.6843","9169753897.09186","8189610639.79128","7948918490.58089","8430178447.08147","8733989908.06648","5898526050.19709","7880800204.43061","12933000000","11502000000","12025000000","15009000000","19201000000","31220000000","40142000000","51554500000","66628900000","39900900000","51663100000","20309800000","63570200000","48590800000","21238300000","13039300000","8086300000","",
"St. Lucia","LCA","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","32099642.8866157","41300000","55800000","66700000","87500000","81600000","86300000","102388888.888889","111800000","121500000","169777777.777778","184259259.259259","245851851.851851","258322222.222222","287492592.592593","290707407.407407","329307407.407408","332296296.296296","342570370.370371","385433333.333333","356477777.777778","361962962.962963","393259259.259259","372029629.629629","380555555.555555","330435185.185186","322784783.703704","394969391.111111","470432415.185185","533023065.925926","451837128.888889","469538352.962963","544288715.555555","560454662.962963","626571184.074074","589085571.481482","621650014.814815","631669770.37037","1016447623.35219","1066776265.72125","1004607885.85014","",
"Latin America & Caribbean","LCN","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","72485359302.1901","78154851439.7281","104021611829.478","137912706640.189","150284820167.599","137045429420.227","131289709365.104","145282404936.343","139264591191.167","121475724211.154","135163799140.704","152157519395.61","169445897631.513","190968786432.134","191684782324.505","203314003192.003","216866396975.489","248996514935.661","295883675906.931","325058473606.669","357450874663.979","398234837775.348","412591311188.751","492412486657.826","470475745684.831","464639998226.778","504723044250.182","622514102495.941","750238171382.58","903399286006.982","1030842569573.57","1183482014266.54","928038975513.339","1161542417644.01","1430700777937.55","1445728814229.4","1445464689476.79","1420553077599.2","1234889966239.13","1204470169574.35","1340391074051.27",
"Least developed countries: UN classification","LDC","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","17801865452.4834","16657856676.0235","19209807701.7103","20179038175.0957","21608162857.086","24287375771.8432","23432276952.2856","24957154686.0551","24766190000.6386","27891098773.9145","33419070451.5118","36239904770.637","37550480469.6902","35486683926.7827","39259005819.8677","46640458399.5079","46102720467.5364","50138788177.0748","57085383938.1156","72092887273.7987","96889186301.3804","120903222371.687","152537325760.245","195613626635.212","154510304418.504","194979373492.88","239443020658.238","244656721749.902","258592964236.079","254332042274.505","204215393148.429","198904141102.025","",
"Low income","LIC","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60194726823.6754","70057388657.3217","85238950123.3829","104825342700.045","87802659829.062","110739297236.773","135692400455.326","139654272501.711","148193730533.943","151730844352.981","121029101978.774","","",
"Liechtenstein","LIE","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","639060010.0812","635996195.98","866868937.5414","970269246.7532","1173559626.8602","1339958267.414","1374891915.982","1348249589.7799","1403826353.7679","1795907329.4371","1644509060.4619","1581827223.3188","1791360554.4207","1884961581.5572","1909262361.736","2385689104.3817","2604460009.2172","2990883277.9729","3531401889.7871","4106095131.7934","4840468453.4548","5035863898.0339","5747241361.1478","5938737619.0813","5727243918.9489","6527293894.3677","6280210000","6042770000","6713650000","7440560000","7962722760","8819109000","9864030000","10337900000","9098600000","11423280000","14109340000","13715697344.4321","15211113446.7873","16890223281.0926","17070484075.4396","17574857527.6972","19280026323.7055",
"Lower middle income","LMC","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","120826382705.086","106646298514.194","103804260292.14","109710271004.561","107350634955.61","93901706903.7868","108385493105.854","120505919022.476","135264456481.654","160665685092.192","166890647105.338","183311286740.772","192266751830.312","215581665392.97","246081218645.438","270729641412.618","298417907645.202","277271266344.113","284170618008.323","338091036631.699","329705177906.815","350853995204.532","409313877651.037","517467732927.276","644244279455.488","768664555256.106","928450283493.04","1151411946262.6","935565260257.896","1187312899849.86","1465498013313.08","1500974474275.71","1543173857204.28","1556743820244.88","1369546367741.15","1363831169188.32","1578623573020.2",
"Low & middle income","LMY","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","412962401945.582","409717566594.782","437250657365.826","420814166504.563","370128248706.309","444895703410.097","493053569537.243","544608652004.938","626439862919.786","647765655045.486","712393352640.975","762978540525.187","888902026837.651","1057830058668.42","1175334191857.17","1196459799438.67","1170983560571.91","1223303467591.31","1486171714857.38","1461116300870","1559413385506.68","1988811735627.54","2546944177929.84","3158736488665.66","3867317424511.74","4702035906823.28","5730843617546.4","4525875898655.52","5699286946414.31","6981848670582.82","7330437579156.26","7579969772689.06","7704707082718.09","6795333220862.61","6490066472195.63","7332314703447.92",
"Lesotho","LSO","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","152533897.301454","172614999.8499","199984999.8261","233334999.7971","277427232.313235","363492214.64152","381390190.320733","862105692.156145","933289553.565281","818382338.57127","623312925.697772","656067282.730681","1010127630.34832","952569918.738656","966221965.030239","1098406180.27132","1136550083.87985","1275465877.77142","1221389913.01535","1332579403.76195","1321297730.71416","1204634228.1925","1202962751.21987","952529210.453949","843162423.551079","823447242.653549","842387779.646411","880663535.625476","1229069833.57357","1457567393.72772","1391192462.3525","1501759324.8292","1667786035.4097","1680879051.73785","1473695775.49838","1667694488.53018","1947847289.00968","1631961136.77969","1420121413.86582","1378143166.2102","1429130509.69719","1364431683.99081","1540696262.2489",
"Late-demographic dividend","LTE","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","235055417775.433","235233969887.358","263039957484.056","252734430773.278","252136147616.869","293509720556.912","346206612511.069","381205680543.806","412202236930.429","427778714018.64","496491924915.821","540389764882.223","663834491174.9","816779690982.95","894550672742.676","878968839744.407","835798017665.875","860672858753.74","1053226991593.68","1061712182783.12","1140741892949.01","1567260431544.17","2061979511513.13","2587989925640.78","3225711135999.33","3994810770183.63","4806883547727.16","3822423302302.51","4708859386400.71","5794403833481.77","6054987609348.44","6356871973575.38","6582088382246.06","5949876740959.88","5672892227657.81","6425011663260.97",
"Lithuania","LTU","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2236082794.10614","2372558617.36129","3242165000","4262652500","4710562500","4588775000","3767592500","4626065000","5484325000","6494631232.48841","8331442367.27589","11196000944.0648","14695770761.5345","17643198984.6974","21040480271.9573","28815928436.2675","20460125453.0059","25364278495.6754","33995802290.4436","36132387703.1246","40187035233.8684","40272205305.338","32226965599.9441","32638863081.357","39718504400.3496",
"Luxembourg","LUX","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73630652684.1194","79336308936.0165","81242564750.2753","90685632568.8042","106015070167.444","123398247648.906","152477311131.842","195487709542.579","247698363092.26","293541710021.637","216150214606.948","228803412777.198","307345063799.083","344968068043.493","401328342889.168","371771119645.423","359717702343.419","333736058222.826","294457309983.802",
"Latvia","LVA","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1092932691","1605016000","1729646000","2158730000","2546426000","2766235000","3010600000","2805800000","2487274030.10483","2746128890.12791","3120345451.38729","4214312142.09073","5849664619.93591","8112232833.37139","9780193155.71538","13608586078.6391","16306382328.8917","12844544187.155","14111873294.6716","17930774666.7351","18846441057.4097","19858644214.0727","20594528143.5468","17753214763.9124","18096846887.0709","19993531616.427",
"Macao SAR, China","MAC","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7365468462.19769","8099619082.68175","10536952569.8493","11169656905.3736","13234855739.1643","16684583891.3207","18477935227.5","18091356554.4507","25769194666.7592","34921867612.0615","41526258185.1404","49583919788.3078","51375157427.8505","39950539625.5913","38376682081.5656","",
"St. Martin (French part)","MAF","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","2026080689.62403","1720177064.12935","1870905244.01673","2164397836.12162","2711285689.97553","3270381406.32083","3083736993.59819","2944368878.40687","2930959404.59244","3015972449.09444","3160217152.99943","3575873680.80165","4192733178.01591","5405797189.72123","5012466369.86143","6321302299.81163","6316393979.24551","6669106774.22661","6290873168.68622","6682267135.29648","7817231432.8166","8366915889.40526","8035388148.62294","8473602290.05772","9004102996.75241","9127011171.73891","9873657156.63354","10899377679.6449","12704130415.1663","15003362753.0193","17280673506.7239","20165206071.2535","24910303982.9846","31613015288.2864","24924066111.0162","27913409876.2823","32649115416.821","32954415684.3752","33085764310.064","36800964966.1046","33813685968.0387","35008920528.4103","39518900255.6801",
"Monaco","MCO","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","662080000","897720000","1028160000","1135050000","876060000","671710000","699460000","809340000","984490000","1277650000","1664250000","1871490000","1927960000","2455520000","3055950000","2300050000","2718551249.64333","3673986062.16333","3754690000","4202310000","4074720000","3295810000","3338270000","3992940000",
"Madagascar","MDG","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","287656507.221013","386959049.235983","333585013.598307","387538604.84284","444395205.135332","490078937.641874","518367322.902841","397452745.03954","382059792.761991","358021369.151216","395479001.287626","354261088.112427","403361717.280118","431756680.924292","416201567.282272","471805106.217111","485434272.405209","487795309.911952","506414635.454854","524730474.858036","658154212.545469","756171711.966067","787033225.799436","660101229.926748","696572786.590699","750485178.09756","845429804.812891","1038885144.3846","1131720359.47709","827914094","931624256.900002","1321848980.47585","1670478061.01407","2593293684.84488","2669921961.03552","1951933305.50152","2189694610.40378","2779074701.93996","2861904181.64966","3220672690.81393","3536653335.98552","3149063052.16023","3379677748.05198","",
"Maldives","MDV","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","10000000","12800000","41800000","65200000","74500000","77000000","77300000","84900000","91400000","97996965.3320654","112511085.396617","129974179.725634","153907074.595169","183800000","188069673.073431","222261370.754701","216373324","276649822.157898","322352983.721722","374927211.581932","409314783.623077","435532948.475195","443288546.742686","467501618.964593","472451234.845414","500966972.085416","590127438.695907","698395123.832708","495381650.437815","792683135.555705","1830568383.13289","1983790963.67971","1717985036.09953","2011472205.39976","2448334561.68311","2490112955.50028","2912115403.15158","3304815544.6794","3155074346.19351","3160559844.26155","3482159066.8623",
"Middle East & North Africa","MEA","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","16053000000","22240000000","27807000000","27927000000","28903000000","32699000000","30022000000","23986000000","29926000000","32017000000","36211000000","41757000000","43297000000","44323000000","47654000000","54083930000","66855530000","79402846000","88749777000","134109000000","152570598000","185852621961","176806479850","177874013980.709","181280737925","207705513495.111","235187245809","274517294832.385","298769697238.384","318841472459.503","250895443593.118","323968826795.995","376035669294.074","397529604120.536","409614866522.288","429400309970.756","411312107330.183","407152593863.638","448169405710.731",
"Marshall Islands","MHL","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85392633.1831118","83327561.356521","84264246.8657314","84529162.4338911","83822837.4718488","105156326.953359","133352796.941149","173015736.695485","171464325.388942","151509784.881729","117666715.59716","120892616.37112","",
"Middle income","MIC","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","398620604544.731","395733043130.155","422846856243.205","406579096160.642","356464433154.947","429905871224.855","477723532506.056","526771363443.579","605790640819.467","627996561921.644","692805341999.606","742781129833.937","866387550553.498","1031916767052.53","1147470099408.86","1168874320968.42","1144633252488.95","1195641522444.41","1454829068153.44","1428425679071.79","1524682776777.88","1950122978345.63","2498113218043.52","3100822666010.23","3799197049802.68","4619166271192.02","5629129508358.73","4441655031736.36","5593092660117.47","6851736395804","7195574746160.51","7438167058459.29","7559889228193.83","6675187788773.21","6372754237652.78","7198726034541.01",
"Macedonia, FYR","MKD","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1088150000","995320000","1031750357.90033","1111097537.19677","1177510384.63084","1069203580.34177","1035959259.59511","1359036032.4513","1752521267.49223","2189800713.01955","2678477377.87011","3821001366.79866","4524100455.04985","3175048876.25436","3800760576.65824","5019231215.0058","4520978371.74539","4916110418.23979","5626923237.69815","5072518023.20284","5543211965.79802","6418646023.9202",
"Mali","MLI","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","94744646.5783036","112219897.607873","148486024.668199","131394770.644375","191329848.64389","262685141.925177","200381661.706664","190197232.970035","208756468.642245","232746191.928653","238256898.262748","276922798.646168","341489232.391297","321170293.981212","352843484.576076","442363483.37551","466312578.289778","470207235.91389","476969803.843701","413180943.524043","537675741.469859","551222090.470342","661639993.962505","668903827.417781","712101052.659358","663690655.110314","898499865.48811","1080645262.1394","1173419875.61175","1241559455.14103","1442873868.93593","1932566674.00362","2004290793.56157","2653072926.78427","2209636366.89232","2508071131.69983","2859037679.78098","3427207599.66806","3384088622.93755","3329998679.16567","","","",
"Malta","MLT","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","161628060.910732","204152944.897451","282540515.412848","369926802.49366","451942652.883293","495135869.504773","586063529.095541","705271809.121495","909141632.240192","1171884050.17529","1073439634.18777","925408083.188237","821599457.7126","815557778.136475","835757905.466836","1050910641.234","1349670759.06317","1589812305.42934","1726292531.40312","2219056609.71082","2413052120.31215","2764830628.05064","2562260870.47507","2832467007.55206","3280784491.42251","3150120116.13977","3127886045.17351","3518405034.11979","4476146606.52605","4494919456.41162","3990133943.07463","4444367598.00747","4949042280.69291","7659397438.58535","9683409281.02626","13831855773.4438","21559155091.5504","28269687736.4138","23393694589.93","22290119816.8175","29230571142.4628","28154916463.8845","29346300893.8476","30375083881.741","25907793518.2295","26475132472.3981","27992222401.445",
"Myanmar","MMR","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","205295672.191111","247507345.974902","306698870.7899","415995449.949947","499447626.760921","631857418.439337","523519355.599078","447541163.771976","434818567.412362","379751814.585323","401326117.737618","294961010.872894","215309082.864938","282068426.124767","318424558.121686","305258648.627229","647113909.382432","882158581.963594","1135208843.85637","1309557461.24329","1374674413.75888","1502738779.25674","1702150190.84336","1839247950.46681","2144721684.53448","2507050075.7781","2458632041.91378","2638509212.40592","2960216764.0737","3838096768.74257","4632114057.21531","5911463762.98553","6439004778.54473","6347345687.05422","7851489592.53019","8657964791.45517","9744867766.83163","12386532624.596","13959793266.0521","14618663933.1857","14018027120.1423","15169200443.6961",
"Middle East & North Africa (excluding high income)","MNA","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","298761029035.783","360090881656.009","435332791546.047","573390661731.05","405033478042.525","477738375031.146","507192928211.047","588904160248.53","543633641175.31","497064400662.621","351071756004.533","305611502811.737","",
"Montenegro","MNE","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1726652243.12727","2063591902.01339","1663091635.37789","1717292806.17361","2192973680.33749","1966247631.70203","2124973061.37439","2141712122.5466","1981794457.7848","2062980475.91868","2305073223.18827",
"Mongolia","MNG","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","475600000","567300000","612100000","648900000","637100000","825200000","906300000","923600000","839700000","498000000","","390800000","392600000","415600000","511300000","492500000","627300000","550300000","531875065.555684","626335316.724749","651500831.334458","722653277.003401","849120336.74","1226845656.15811","1491209333.34832","2047068908.15789","2577932017.63667","3044496277.42832","2322782707.26032","3423209722.25234","4620181575.97473","4512501520.52849","4530230125.32443","6134971872.98565","5194083607.82277","5673160602.51834","6877055534.63505",
"Northern Mariana Islands","MNP","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2186139349.99826","2936610500.41961","3064448817.45209","3365027839.95662","2909136157.58511","2712929514.36965","3668297743.24656","4780705837.66918","4902423090.77534","4769209507.50175","4248371049.88091","3873911946.28424","5454096934.40163",
"Mauritania","MRT","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","190329259.880182","205676082.386058","183034302.480021","155602491.199567","203976684.643461","269764723.610035","338952635.665603","305780467.781658","354741995.323771","330280549.608147","402568593.113676","444800000.000997","439438716.809168","476994452.625868","487086248.208932","474475554.838789","468968322.570804","427983349.946999","425145033.007514","426712522.759457","505570182.761589","512499240.887614","459910878.918256","395063911.818934","","","","","","","","","","","","","","2911245203.4913","2957487585.05903","2235233799.79902","1712105139.29361","1729932285.78876","2041282287.12368",
"Mauritius","MUS","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","340491130.444096","405006072.882176","443108574.652779","518697496.558324","578582931.705297","513845307.455783","511195625.70078","511011259.016425","509335523.314993","576655956.679858","889624329.269917","1225091983.4915","1405595069.10582","1449071351.9114","1777849043.74035","1864261767.56677","2003185932.63493","1970645440.49546","2041383713.39857","2401601259.2278","2802474546.93356","2540739119.6464","2634098359.28919","2667772227.54746","2671037913.65092","2925414897.22569","3029869602.93245","3225204740.51683","3500472342.5218","3899312216.21256","4374031053.78499","5259431789.57904","5747674170.68966","4635071293.98414","10188514294.6095","6982937351.33187","8047723490.67921","12267887404.9342","13075224791.2669","11750254222.9376","11584490837.2767","12180700042.7107",
"Malawi","MWI","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","213195274.093751","211201230.953782","258545366.387628","314741243.927429","317547516.366325","269064477.730272","276055602.904173","341450989.9466","276133395.706886","271832383.499822","309225724.59216","341545197.899115","309836025.474198","452419764.140255","521418857.155597","434715590.363906","349597432.227454","353989999.318942","473281049.742945","555784271.884402","591220295.332542","582588515.466864","523210993.072425","470671484.029128","483730710.837234","477888416.414186","622150262.267831","573760239.088978","609272964.710255","792730690.541041","878833752.567138","1026193800.64826","1347822691.21698","1224405993.02298","1606036144.22526","1384778808.90835","1397589342.79179","1645485460.62082","1551062319.62155","1220890253.43454","1248982608.97179",
"Malaysia","MYS","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","4733146846.87441","4392210378.57729","5865654173.05726","6841146558.88365","8385859497.78697","12418425596.2867","14836348608.6071","13878587321.2458","14298672247.8024","16217555202.3757","19066907985.5922","17775779034.4503","16184754642.9159","20983170203.6603","24449139867.7503","28817852649.195","34513979389.0661","39511769411.6505","46420967921.3311","54656490922.0522","68525690449.4859","85992110565.2209","94813375106.943","95750319180.7643","84941678611.2438","97970763157.8947","114272473684.211","104209737105.263","110373500000","122018000000","148229544736.842","166725326382.374","191059859093.907","217000780575.904","242055051647.413","197562213536.54","234007413498.979","271150324717.739","263076202859.864","259477170273.589","265588179094.239","222159719442.712","212561990704.407","237435931909.168",
"North America","NAC","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","86894776400.1272","91447576032.5532","102873692892.093","142875231528.791","189327503010.181","197637225422.456","219880974916.441","236480520428.335","278087101510.219","359592122738.993","427870552965.396","472134963978.608","452844916939.734","445443411701.592","507270293357.905","494245895029.91","518312960210.175","579458395739.5","714875080935.533","804844676885.667","872654004992.277","890874736141.369","918782276499.184","959519101685.396","1076552226513.5","1243958730122.96","1332689388359.02","1466735137127.31","1471779715981.97","1576919139474.73","1787751724235.77","1631677663969.12","1590452200963.29","1697349893085.22","1991673834672.37","2294838876471.26","2665782435673.25","3066778487048.98","3263000560133.52","2640527682062.63","3067258740180.52","3502941948540.04","3614126688285.69","3719338667065.77","3841935981224.1","3612916511932.07","3575318435880.81","3861819228962.72",
"Namibia","NAM","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1403420848.78664","1566898379.93855","1682986030.04835","1733949841.35195","1793315024.46164","2107698055.04972","2060265323.10414","1975407058.1461","1832069353.64664","1515754073.48185","1611712807.98396","1547939335.23169","1447627716.05755","1861322569.10531","2519829419.94659","2707913405.94583","3428350255.90351","3798009226.02829","4019364020.34557","3981076165.40498","4910151633.92739","5045824826.27101","5430917279.73441","4726910649.25293","5172308694.12727","4485458802.31853","4342227249.03056","4822630397.80174",
"New Caledonia","NCL","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1165674684.17445","1679284053.24965","2016625995.59017","2057375275.09295","2388284538.49901","3238040413.59912","2497145410.86026","2080649188.38169","2539228178.65008","2998180426.79565","2788355021.63842","2743791517.15854","3002115473.88282","2449218359.46202","2551046511.91204","",
"Niger","NER","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","107571657.226689","172126829.23551","203071352.28508","231651223.572273","328451474.396262","533062822.04239","643654326.766608","542668132.879057","440731114.54962","387502390.767926","348091726.042675","316387086.845714","421419324.655075","547187998.311886","483739673.082866","440493241.792064","553196765.294635","421198475.789633","424637256.164627","356208790.646342","272807490.976137","327137163.069577","383851172.196356","318222967.998296","382293959.816303","334898961.671384","333675444.71888","341511390.718925","343249711.774598","432389649.49825","556535025.844851","602155797.1063","640492129.884152","806344220.047098","1124468714.3509","1185718456.80845","1331743592.51712","1433398118.23944","1664757679.33165","1819587344.87477","1847355940.00028","1422776550.3687","1338703224.66407","",
"Nigeria","NGA","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","13286778172.1198","11607626444.3584","18022958772.1739","27758833976.0955","19471978008.7727","12882700899.9871","10865396139.337","12346589820.05","13510125461.4212","5391208880.15253","7829857469.91272","7279533315.2106","8575325520.87754","14761462726.4222","13351068427.9148","12999650512.8315","11130361950.4201","9878568830.69649","3871863339.27174","5315486771.3777","4957401154.76993","2902933764.95838","14095590011.0572","21183082283.3768","19843883800.6406","18321010044.7297","27530353301.8863","38260209526.0277","57149176339.3709","61107983547.3045","70058379755.995","90375383882.6024","59319864370.5543","83696729186.8368","103335612751.631","99480677129.9215","100300109582.388","85447751982.3824","51330289780.1484","39662680926.3214","52327014582.2786",
"Nicaragua","NIC","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","732900000","731900000","683200000","514000000","581600000","455500000","504500000","465400000","345900000","288000000","326000000","275200000","347500000","404000000","348000000","316800000","372600000","471392000","620620506","656228000","813834000","858064000","871822000","984300000","945300000","913600000","1019500000","1234500000","1433830000","2155200000","2504200000","2975400000","2844500000","3563500000","4424400000","5025100000","4987400000","5364900000","5136300000","5202310000","5753600000",
"Netherlands","NLD","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","10268784522.9546","11436464080.1206","13355248609.1186","15560220983.2133","18881939651.6446","22906079840.0843","31944804469.7541","43453677593.1834","45915679898.5939","51244020760.0782","56450974898.8268","65037670880.0809","84606263941.3004","99128120562.7119","93237185542.5142","90134092769.0985","85512405495.8842","86980060161.7738","87615868130.8082","104491044288.492","124359913020.465","140033201151.196","151634450273.486","179716349652.533","184553575292.983","196073206332.511","188557236693.099","207391986373.717","270874506120.48","271942316721.988","269829979155.959","275362327130.288","285546115134.912","292644511750.685","291100539390.347","300388305186.957","381032029672.888","570886480093.842","641160566927.323","737765240617.232","930896085469.827","978406812702.884","801117434878.642","894522673830.666","1026274467400.58","977570343608.045","1015995585675.52","1064903786489.76","906139639122.625","916914807590.907","997269604966.308",
"Norway","NOR","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","12124999940.6451","13113300313.4099","14564176696.3083","17022332159.9119","21397385428.3758","28251758053.6533","28682695512.0158","27214634695.5504","26543506311.3191","27821771619.7366","29615839242.2606","29020062957.3793","32767856705.3058","36071247614.063","41364201615.6212","50965263737.2304","51040266131.5406","50840607873.9765","46816457974.9334","50677540275.11","60648299680.3423","70064067952.3578","70672783415.1493","63238695349.0509","68028485267.7731","85656462503.9611","87473563069.694","89393756616.803","104406251652.376","125543936624.744","159342068985.061","184602194374.182","216233750147.642","258199420887.862","179500277516.516","205570640801.558","244993993049.882","248898745884.459","245686839380.951","242802481898.555","187593091026.21","168351136367.022","183989890846.811",
