"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Egypt, Arab Rep.","EGY","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","3613293987.07734","3658271690.00721","4384142863.40593","6516000009.30857","6936428581.33775","7220428581.74347","7263000010.37572","7376285718.67636","7277428571.42857","6396571428.57142","7244857142.85714","7752142857.14286","8030454545.45454","10751500000","11807000000","12301000000","12550000000","13444000000","14838000000","15951000000","17026700000","14574000000","16518000000","18735000000","17535600000","17136100000","20638700000","27088400000","32141200000","39240500000","47707000000","57826300000","45601000000","49364900000","47370800000","48833600000","44991700000","47364800000","37872900000","34009700000","44062900000",
"Euro area","EMU","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","377340552047.297","416286088132.668","482000804736.043","591507311847.06","744552421022.413","851468726626.529","813351204942.381","785266648839.093","751037867696.77","769846318172.54","806282588703.492","1010320840677.41","1213517309651.88","1360718651173.47","1472837468138.9","1825388472879.15","1855612884469.46","2032414353831.53","1893169760336.7","1985532335107.02","2426904345515.34","2494441948349.43","2488436602732.64","2607564672577.93","2673137588856.42","2714703585494.42","2743307167281.62","2914038562304.89","3502415030863.85","4364927844692.75","4809846582870.5","5556414625896.6","6759220460001.77","7311120183590.73","5801809406740.08","6259502618664.05","7247014813108.59","6943638359987.89","7259836561397.56","7493038413884.24","6641569517188.81","6688208137828.23","7250235737194.34",
"Eritrea","ERI","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171348925.912638","142266859.134661","211024751.32218","225128173.021514","121412782.902953","76702091.3646846","106859611.254296","","","","","","","","","","","","","","","","","",
"Spain","ESP","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","13852538446.099","14545196913.3771","17202124670.5773","22444862966.4845","29990120593.4618","33862732761.648","34331154956.3128","34765472954.404","32694046177.4756","36792319120.9179","38499367382.5189","46377373388.629","57428552118.2509","67092501711.4717","72175929940.1592","91411395869.4591","100261014985.735","113420703908.747","104312827335.158","116471045826.177","148114929882.007","162901714777.547","165905609875.463","175706679981.723","187405566583.302","194242934407.544","200071042523.816","215344949683.21","265752108136.75","312262279659.025","332658248279.729","382614024897.041","468561901157.568","502548379467.594","413031896213.378","436548735815.108","504757726344.834","474320657215.686","506745743314.412","520837491971.214","454328141396.343","466225964457.286","513419970789.025",
"Estonia","EST","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","664274614.588318","1173174013.0047","1592952537.58434","2276987506.46927","2659020013.59598","3212499636.60832","3598389105.96255","3356971032.45417","3622493893.41039","4105405223.91411","4500607441.15013","5973329649.36175","8360985276.8985","11100695634.0642","12924600666.9543","16045029880.5878","18142551574.1074","13041501219.3033","15748131875.2422","21481593576.8956","21099251339.6209","22763766243.1789","23156729975.684","18833609908.1935","19666613396.9876","21629500465.6612",
"Ethiopia","ETH","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","436473430.162547","403719806.958319","537149758.713599","572850241.822633","531256038.903988","579323671.777451","572222222.498658","627101449.42215","646425120.772947","755072463.768116","673961352.657004","688888888.888889","745652173.913044","605797101.449276","450338164.251207","459773236.714976","502020000","709492579.385752","835917875.376971","835898711.337525","1003238039.56994","972887969.883625","957622544.9606","1008455360.44197","991972510.52597","1078275962.23163","1277003187.17431","1715486703.40454","1972885985.14426","2254263814.57155","2726114070.12038","3532787710.09648","3436424616.29417","4652359009.5406","5823643903.82259","6002558991.87473","6124048723.9941","6396102342.02258","6018549321.7441","5919690817.26316","",
"European Union","EUU","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","515429345754.461","562783076811.462","647696117662.459","791627516304.65","1008444846363.58","1182115988626.57","1151204973454.41","1113470351113.25","1058563088648.3","1088126488939.28","1132422644615.74","1358494997409.03","1623771010233.32","1826803316770.35","1972497939833.09","2402180074915.87","2422216070637.69","2604504405287.38","2439463482523.81","2603765492166.03","3185014938271.65","3315434031509.83","3338720691758.25","3481523898529.4","3559658352114.67","3696928559425.84","3720941757109.54","3916722191285.05","4676255950085.58","5797151951805.44","6495891971835.7","7585140972801.34","9186361151083.12","9849127212091.01","7640554904108.88","8273878762563.07","9597985698620.46","9182945012744.92","9560550897038.26","9873863697055.18","8771208472270.77","8779327201246.47","9551304479023.23",
"Fragile and conflict affected situations","FCS","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138761803413.119","169634795331.704","210487870141.211","282933821574.841","207069537685.501","255317437265.064","271415555858.213","325482679602.294","307605270696.874","274950580633.414","196909804113.929","164900477455.566","",
"Finland","FIN","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","6742360223.57683","7679965199.80288","9211450530.07221","10589501776.0399","13716964976.0453","17332151090.4663","17259047156.1291","16136176961.6721","15224707860.3793","16396545563.9467","16779622017.0166","19746231118.8169","24077294644.4421","28129824341.1132","29520767032.5964","34350394512.2722","29385111537.1517","29853150130.2348","28919427943.1618","36727999449.4679","50050176218.3025","49937804634.5004","51202327944.4047","52361002791.3133","53418053972.6219","60046525489.0673","60122226574.635","63082848977.68","72563123721.5835","88370391187.1542","96746748219.635","113452525025.867","137978357749.968","153541165304.871","108005250703.581","115047284658.29","127515777650.672","120243783096.636","123570105042.418","123324523957.067","102135554053.798","105955658649.516","117027447197.716",
"Fiji","FJI","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","475492922.58776","597104032.118467","565264420.72636","545627892.165246","512723279.389751","528017513.732118","543190790.976869","580209924.871966","570241787.984968","663796167.359045","793415730.33708","881621077.154227","842054613.256345","855294637.525514","904217541.470059","1074020319.30334","1139132495.8521","1348393073.46968","1265312483.76539","986704024.02503","1110109792.47318","1021549633.63849","982349036.850366","1054227367.76155","1383621688.97133","1549022125.32939","1692341478.02969","1608209341.39017","1715116459.67046","2089266528.11421","1482296893.73341","1887608799.27596","2341386402.77545","2503219280.78975","2465856834.53634","2544929785.32533","2293038549.51749","2276930299.36712","2495164830.84753",
"France","FRA","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","73389401881.9444","78303921502.7485","90671791119.7031","114248089665.043","145238905920.459","172538222817.923","169094633857.324","153865801830.972","145428817515.397","147805665091.54","154300395946.569","187838599953.418","221004422255.803","249688538738.267","273302489580.617","341070471632.05","359042208113.657","406803060975.686","384412845647.124","347892314340.325","407899157048.838","412924667537.01","423991569123.358","454647959654.958","488609497407.693","475034194282.223","478543826677.382","497378279705.786","592146939522.734","696012961582.694","768446471218.108","870224035815.86","1017367467740.33","1112272801989.73","876983472222.385","931585175736.926","1060974893771.07","1009247569526.33","1047382731776.79","1063085926029.08","933860753668.749","921280204192.273","1004005175478.27",
"Faroe Islands","FRO","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","605250000","641180000","632250000","663610000","700600000","777570000","809434100.309605","881581787.061974","1005003431.29265","1183384522.20213","1336317106.7211","1094885398.1513","1235549289.0362","1451515472.85539","","","","","","",
"Micronesia, Fed. Sts.","FSM","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103557200","115768100","114733900","149356000","166489300","180828900","","","",
"Gabon","GAB","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","1482877509.37675","2031152032.02864","2433884333.91322","2533015569.37918","2350655210.16599","2244177961.70302","2203353502.48918","2119093001.24331","1215861455.66168","1417165341.20411","1423678146.14043","1933993570.04314","2750410751.33607","2579873010.10491","2654030075.76336","2669491150.04779","2596699940.18575","2978480794.19556","3608871526.65178","3303503817.96727","2183776802.67993","2859456686.83337","3541297779.92334","2808421358.69325","2650855481.3783","3392670225.67513","4236797955.52814","5638895998.50626","","7120435056.18285","9281095979.53559","6867811011.23359","9442190172.99276","10660911361.8665","10164625217.8776","","","","","",
"United Kingdom","GBR","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","31209575076.0333","35201224330.2203","42528053105.8004","53887264051.9439","68068384563.0701","74002467886.8324","78052743346.4559","90998080348.2407","112593058243.056","154005076947.002","201137015525.423","211050786198.746","205106175238.663","185396680568.783","190435500362.364","198983535861.164","212901591201.748","252501579033.059","290813585343.449","318351344543.287","379063380327.018","373473547007.743","370863072561.793","355071912529.562","391087798778.095","461092476933.027","496009315707.67","541078079695.652","556965106091.793","566445188721.775","617953733320.419","608105547738.75","614039932680.959","691271134621.577","828522440576.785","977952266371.23","1183167007151.03","1385973950000.32","1328272160042.02","906714146778.612","965420244302.815","1127912405913.56","1067745229742.7","1065020195911.55","1094292532119.21","996663982022.867","935040069394.485","1027696328352.78",
"Georgia","GEO","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","761100000","908600000","757800000","993845377.36","1015443137.61","1152792998.02","1431318240.68","1877518042.81","2415128989.78","2841113024.12","3645163897.5","4244247310.61","3672282928.63","4590694666.84","5999916712.56","7098576422.02","8093809035.13","8065858739.02","7020087939.34","7147301287.75","8739656753.76",
"Ghana","GHA","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","895396228.989208","894004916.988868","1020352502.67126","997351490.885253","1164600067.99997","1213100000","831818195.999996","713854747.999908","477600000","611700000","676000000","804730000","906100000","958700000","894000000","948800000","1071400000","1125300000","1202100000","1382200000","1595500000","1750300000","1681460000","2558400000","2488300000","2456149058.71039","2415072637.80784","2584790115.87","3213965896.5","3451277546.23","3951955122.49545","5182787664.71528","6087992440.54157","7156194251.88412","7734623515.75809","9490300000","14650889045.752","16867293075.6352","16490492419.184","15372216692.7262","16857799270.2015","17707821123.0376","20746150000",
"Gibraltar","GIB","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","567060000","602850000","575690000","707830000","841270000","847300000","684790000","757130000","675050000","713101000","773476000","748503000","812740000","773542598","757558982.411412","820424956.899331","780688000","728423775.060097","820690000","928900000","1097510000","1312880000","1454760000","1144130000","1548550000","1527960000","2118190000","1995290000","2151588035.24102","1895059688.08639","2501782850.1003","",
"Gambia, The","GMB","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","58089547.2679862","82746606.9874671","69024511.6015944","57527742.8354363","79794360.0218049","77098444.9430383","97001778.0899521","91993222.6851833","67386562.9260238","128765688.458276","147601003.230975","155754873.30182","175130266.451436","206569438.541851","238935264.98707","235313944.754291","218272802.460647","179796980.96056","223032694.766549","226666884.52803","","","","","","138630688.026648","180107525.509142","189766466.067007","205471193.065563","253587719.897848","316131377.384795","285175740.547149","280100154.492391","257815893.635855","279452192.806359","265945245.065434","271134211.207002","266088217.742076","245853050.225666","",
"Guinea-Bissau","GNB","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","17400000","15300000","25400000","18100000","9700000","15400000","15900000","20640000","26100000","33500000","18030000","25720000","38820000","29590000","28570000","56860000","","","","67917305.1890516","62168914.4457061","73083236.5137489","84751632.4743512","95228499.9233338","77859571.7373585","140870881.784058","172081921.372025","163401384.200295","183791113.255814","297902934.332518","156272045.870877","201167400.345896","275820035.801492","342254372.406499","217860860","",
"Equatorial Guinea","GNQ","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","44593575.8794521","50515662.170618","38547586.4412935","42322770.0011293","43189300.2955732","59004472.2039462","70055160.6607989","65359677.7619898","94208450.9534193","180356879.451926","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","4202000000","4834000000","5905000000","7680000000","8374000000","9183000000","7891000000","7166000000","7333000000","7111000000","7905000000","10216000000","11378000000","11185000000","13333000000","14554350000","15328000000","14253000000","15650000000","16835000000","16394000000","16071000000","","27571600000","32212400000","31924700000","31511625697.3789","39751896527.7715","52303016927.5568","55593299515.4848","60597105729.5823","73385192908.4032","88020060138.0038","68525386684.3777","68314913565.7834","75594827183.1814","71771481619.0293","81472769051.1204","88132493504.9281","66271435597.5425","61375813119.8525","70728847185.9003",
"Grenada","GRD","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","29159259.2592593","33600000","41351851.8518519","39100000","39000000","38300000","39600000","41200000","54285185.1851852","76966666.6666667","81507407.4074074","88911111.1111111","87762962.9629629","95600000","100437037.037037","102974074.074074","113107407.407407","130381481.481482","128677777.777778","136296296.296296","143644444.444445","169851851.851851","222348148.148149","240808900.370371","200866461.851852","176718518.518518","183268888.888889","203424911.111112","160304948.518518","175562158.518518","223205771.851852","215883337.777777","195361477.777778","190913730","201952147.037037","213488089.259259","216729330.37037","565244640.308304","594527084.242175","609445575.901106","",
"Greenland","GRL","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","1369600000","1349100000","1552000000","1834000000","1525900000","1312200000","1205000000","1261200000","1191300000","1203200000","1167300000","1300700000","1454800000","1588400000","1752700000","1966800000","2084700000","2311200000","2870000000","2836700000","3264100000","3578200000","3556300000","4075700000","4220412949.0005","4125400710.95116","4297754972.42066","6425400000","7068800000","8035600000","9270400000","10548395367.3977","9791939318.57652","11164937006.7361","13171070533.3873","12984686687.8596","13177916185.1317","14375988414.2402","14179218714.8766","13969700000","14677700000",
"Guam","GUM","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","275490196.186467","313764706.005398","314941176.594095","410509804.082553","372444444.57687","264366666.754789","225200000.075066","246374094.556321","262026809.480059","","","","","","","492492000","535875000","592845000","641355000","724000000","751200000","698800000","680500000","683900000","667500000","670200000","669500000","748887000","696757000","730041000","850649000","1054666635.87333","978287406.261279","1197026985.87065","1478564912.85546","1764043752.10528","1593527417.74","1403035064.20964","1366049614.8977","1648407007.91175","",
"High income","HIC","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","988301456994.68","1100493150830.56","1247482465026.18","1496883404354.23","1933075991120.8","2343990650527.63","2415239584317.47","2276116390415.93","2166269597615.64","2279442744880.91","2296548215855.2","2621681990438.55","3079861835887.57","3569827022612.39","3917171438628.52","4597522895499.29","4675623836255","4969240443054.1","4860254668132.71","5302082621253.38","6386598430064.11","6728653611955.62","6963037910866.8","6948794759060.42","7247910931327.31","7990548611845.78","7606401717141.37","7786104515955.25","8996698890780.95","11000890698886.2","12518633118520.6","14524555353294.1","17179321377663.3","18587442532027.6","14689102507455.8","16809033551756.3","19509216604574.9","19408388516256.2","19944335074485","20394292445239.1","18247574379406.7","18113620802533.6","19634159056059.5",
"Hong Kong SAR, China","HKG","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233265493200.206","233869824414.927","271158524739.595","256328640138.146","261619636136.612","287088484353.486","336373508262.44","387886990601.551","443307899205.809","510281438014.496","544948123437.729","482855822870.096","589109723320.586","665069143621.483","707588668926.13","763575669713.637","782902875149.723","770492552625.379","764160773459.062","821509504366.122",
"Honduras","HND","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","336799999.930203","350850000","463350000","593850000","706500000","859200000","967450000","903200000","783500000","814950000","863150000","924250000","1024800000","965300000","1047800000","1085200000","1053200000","1055400000","1102700000","1240100000","1367900000","1667100000","1982900000","2261400000","2484500000","2310900000","2693836069.7158","2661109376.66089","2763360801.41879","2820712346.4448","3324972876.19741","3816910249.70997","4135566682.33915","4641411998.52316","5013288516.86048","4318254630.55641","4992872077.32504","6290146495.5711","6729011824.58548","6307037916.68477","6815499229.03553","6988433486.74027","6912676351.98265","7588667821.88208",
"Heavily indebted poor countries (HIPC)","HPC","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","16440978924.1718","20081676080.4506","23647687516.8548","22357644345.4779","19882604399.4135","19335366846.94","20509906039.6675","19844824178.6842","20259111688.5406","20654204725.2826","21512561253.9243","22894695099.579","24482905973.3179","23210469451.3433","22553510636.6044","22268471249.3717","24117290145.4991","28494505284.6193","31500779911.0533","32008100148.3688","32663403347.8333","32551250414.8683","36651367105.425","37585826107.5146","40231723165.416","45541560521.9681","56009890907.777","66993947844.6387","81079776732.41","98853031873.8686","120548615525.745","105702552450.024","130544336956.134","159699603319.643","163166212238.543","169397954667.017","173152817489.403","149256574699.052","146400769080.656","",
"Croatia","HRV","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6290570126.56308","7394942966.56147","7166523053.92645","8210509473.6294","8368810394.76754","8918440027.56062","8370987838.63178","7958389458.64728","9102500045.18728","10305062688.6699","14295442417.4328","17297608825.9373","18698097972.3575","21314021537.6163","25353482899.7052","29518698653.839","22908487568.2121","23553437971.9099","26694025431.8192","24633207728.3511","26008523338.2322","27647427901.0264","25463621634.8158","26579562885.6666","30283740957.8401",
"Haiti","HTI","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","64100000.01282","63899764.5318012","76259999.9488245","92059923.6658995","106220000.021244","141700000.02834","175400000.03508","213260000.042652","215540000.043108","308780000.061756","245660000.049132","278480000.055696","294540000.058908","323540000.026962","342280000","296620000","325600000","281100000","241380000","324900000","226180000","112900000","118070000","66990000","192360000","191600000","379100000","473770000","531260000","503700000","444220000","421100000","469840000","512600000","605080000","709947000","800986000","945221851.186649","1065133417.13622","1049086780.81533","1355928894.86069","1400248115.80363","1613471446.39919","1725657146.35795","1809600848.5599","1685782033.28274","",
"Hungary","HUN","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","9780142531.56941","9683966802.15284","9823944743.11932","9394944871.64651","10187957579.9957","11194122557.3121","11275953639.7952","12014862948.5969","12315421926.8437","12534732725.6364","13926098042.4063","11419348236.8479","11440706794.1705","18422008763.2885","20204560492.8246","23521159872.9578","26505339966.1405","27905908681.3515","32261696464.031","35748995572.6944","40096763429.5519","49546128783.6007","66190622288.8877","75898593323.1501","93279077021.9813","120903420084.469","144513525078.861","116727008621.601","126367583552.79","138530963015.169","126773460722.713","132492207297.581","137149930256.586","122398151986.914","128131727048.186","140897255668.722",
"IBRD only","IBD","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","411227013567.925","407110616956.69","430699410086.847","412764624644.592","370827438269.915","440041115237.034","492740626658.28","541198297703.526","622628314115.018","645484752871.776","713523766440.797","761528694574.214","899250908663.272","1091576514091.48","1210037715499.78","1239996766949.64","1222929134003.03","1251260581425.9","1516211384188.37","1494940128560.33","1587858606427.29","2023757747327.68","2590325943506.09","3202017353282.6","3943286407406.03","4803751931107.9","5831978986242.27","4607436613451.82","5765624481262.21","7048057906640.41","7391199054059.97","7641533756517.16","7772246171299.09","6875475100037.31","6593497407363.38","7440122910686.63",
"IDA & IBRD total","IBT","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","459794888690.421","453173953476.019","479544276169.705","462818589784.888","411955304206.038","487019950361.177","541535612037.184","595860265052.489","689026085804.63","710495252652.491","780514374007.023","830013641275.792","971820232707.313","1166776264340.82","1291362855796.58","1322372215005.92","1301302728069.9","1342944798558.37","1624534899392.44","1603569414187.23","1700617893109.54","2160452552223.32","2761800266767.92","3419640148172.03","4193311378247.63","5097213368507.94","6191062080354.43","4897344637546.26","6137416310969.76","7500181438073.57","7845409423257.8","8111208638017.38","8239047466991.1","7268112547428.96","6970558143498.14","7870676962274.64",
"IDA total","IDA","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","40212257875.2933","40013450464.6975","54860163456.6481","73608343941.8463","61634683196.9776","50730900135.1149","48087289350.3283","50992637183.7516","52297594889.4781","42887046073.4047","48973227613.1502","50832551822.6373","56954781339.5837","69236505287.1554","67691116167.2735","69638361021.8197","71162864523.9009","75261587599.5615","75689224582.4878","81429696523.6664","82265177719.5175","77666734249.9849","93466385529.3168","109874732523.837","110518246482.588","114253198689.991","137262448819.854","171543894656.989","218726344771.035","249917731075.467","292481113557.287","358120097312.998","289621355452.54","372046403742.45","452130269916.835","451652377508.576","467039899504.51","462816480269.015","386448358324.754","371212018582.395","",
"IDA blend","IDB","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","20885917202.9066","19880563853.2282","28748663094.3398","41833532612.1674","32646462848.1687","25283139647.8882","23515666728.4079","25410333420.3971","26847187029.1383","19709950192.7054","23248819665.2918","24034241586.3277","26468325763.4509","34235259577.5315","33752836274.6662","34367862429.1589","34139004305.5209","34171419889.3623","29508828165.1623","32701035814.2096","32074126178.9854","27870675465.0063","39946858802.6571","49153917610.3802","47935772308.4146","48748531184.1877","64374745901.9026","81585773979.8249","111103315285.853","122077989753.047","139305635891.736","174476476176.45","126393339265.992","169870987846.981","207824597486.463","202568935832.67","200758611294.896","190239928296.737","140328843951.228","123342001104.973","147798013351.633",
"Indonesia","IDN","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","24878000000","21274000000","19866000000","22152000000","20139000000","15972000000","18832000000","21370000000","25411000000","29704000000","33374000000","38005000000","41594000000","46068000000","54229000000","57997000000","65094000000","56759771800","57730971034.8021","73079021117.0085","64869423700","67145722316.712","70456620618.6284","80808593737.0098","97017219551.2996","109987282847.499","125734734100.14","149646970586.168","127243194800.942","168570199624.887","215577972162.906","213656241730.263","207634905264.768","200953335503.54","174167059409.87","171841780855.553","199995725613.035",
"IDA only","IDX","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","25079540977.2645","28823131804.7942","27596381351.1177","25057650974.7928","24413046269.1056","25191707102.1185","24684756555.906","23647912119.6178","25947870539.3342","27071517177.972","30987985989.1927","34696961262.672","33521816824.6478","35017418152.6557","37233997508.073","42199678255.4984","49212025191.0935","51630477978.5369","53485489636.8668","53723058847.5149","55980004076.855","62830757702.6026","65247081926.9596","68547112876.0526","74602987243.3443","91729372818.4913","107706845252.781","128011863883.22","153441390039.069","183898504719.973","163565210926.336","202414749702.256","244392373723.203","249910499715.073","268279134825.342","275699835312.563","251570899724.558","254648425490.97","",
"Isle of Man","IMN","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","5636968909.07184","6661560791.73256","7840968128.7459","8514619552.169","10428503619.9773","12332288192.5845","12206338970.0868","12766863800.6515","13539767310.4253","13910878312.4505","13377661332.0063","13993904624.039","15697155996.8648","17728231448.1121","20729919596.4983","23347444193.7765","23252022608.5507","25330278382.1069","27498376328.7739","32381442656.1476","39498835731.1437","42386680921.7444","46296383982.689","47572909237.4584","53305746337.785","62452794818.227","65653991098.3957","73807543012.0805","88285790487.1794","120709686233.237","160227975266.081","201515491085.499","252731820023.939","320712687124.132","274579963326.257","357996440571.598","456522683721.069","453744167574.111","479503178064.073","498219673269.87","443164297038.465","445918731980.042","506851181434.18",
"Not classified","INX","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216607403699.741","259379511249.802","325064648529.991","342684649386.621","278644215893.461","283556537243.178","311088412337.578","299921454830.317","307991892246.492","368445485671.18","430797070797.56","428040237893.277","490744224033.841",
"Iran, Islamic Rep.","IRN","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","27980000000","28544000000","21879000000","26991000000","14073000000","13282000000","21573000000","22842000000","18156000000","14938000000","7778000000","12353000000","11176000000","13879000000","20197000000","19542000000","20714000000","19315000000","20014000000","19269000000","23739000000","20039000000","15141000000","22427000000","30131000000","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24732800000","32092000000","42378330000","69263400000","45034900000","56673800000","83678000000","99120000000","93513800000","88407900000","50032600000","33530200000","",
"Iceland","ISL","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","577700000","729500000","908200000","1084300000","1213500000","1221600000","1054300000","1100000000","1106000000","1224400000","1569700000","1945800000","1983200000","1950900000","2231869221.26","2208951879.94254","2216220611.65626","2084104790.66293","2251490746.76869","2551401722.24861","2725650657.35103","2756046058.2753","2954301927.69141","3006710731.61261","3008795913.29893","3197414088.5201","3605835469.84804","4090124261.26162","4924771799.66588","6544222866.90103","7893490091.01639","11687258262.1095","9172807728.84399","7242188598.61339","7727575939.15525","9682606942.42204","8984969574.07041","9658882092.31407","10060402612.7612","9889607139.60724","10916196792.5184","12102341485.2838",
